SAP è.;Název;Ulice;Mìsto;PSÈ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401769;VLTAVA-LABE-PRESS a. s.;Nam.Prem.Otakara II. 5;Ceske Budejovice;370 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401770;Kostax spol. s. r. o.;V. Nezvala 22;Ceske Budejovice;370 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401771;Jihoceska plynarenska, a. s.;Vrbenska 2;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401772;JCE a. s.;Lannova 16;Ceske Budejovice;370 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401773;Telefónica O2 Czech Republic, a.s.;Olsanska 55/5;Praha 3;130 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401774;Svaz ucetnich;Zizkova 12;Ceske Budejovice;371 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401775;NAVEL, spol. s r. o.;Nova 641;Velesin;382 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401776;JUNGHEINRICH CR s.r.o.;Modletice 101;Ricany;251 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401777;Activa Plus s. r. o.;Dvorakova 21;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402176;AUREN CZ s.r.o.;Dolni namesti 6;Jablonec nad Nisou;466 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402177;Menhir CB s.r.o.;Nedabyle;Ceske Budejovice;370 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402178;ECONOMIA  a.s.;Dobrovskeho 25;Praha 7;170 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402184;Autodoprava Hanzalik s.r.o.;Plavnicka 157;Kamenny Ujezd;373 81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402185;META skladovaci technika s.r.o.;Klaricova 17-19;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402187;Cisar Karel;Kostelni 36;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402190;CSAD Liberec, a.s.;Ceske mladeze 594/33;Liberec 6;460 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402192;EKOTHERM Ceske Budejovice,;Klavikova 6;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401778;KAPPA People a. s.;Studentska 800/15;Ceske Budejovice;370 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401779;ANAG, spol. s r. o.;Kollarovo nam. 698/7;Olomouc;772 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401780;Rempo CB a. s.;Nemanicka 5;Ceske Budejovice;370 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401781;Fabory CZ s. r. o.;Ripska 20;Brno;627 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401782;METALURGIE s. r. o.;Prumyslova 890;Chrudim;537 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401783;Vaclav Princ, s. r. o.;U Pily 603;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401784;Copygrafia s. r. o.;Holeckova 2628/3A;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401785;Fides Populi, s. r. o.;Nova 1909/45;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401786;PCO-hlidaci sluzba, s. r. o.;Vrbenská 197/23;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401787;EuroTel Praha s. r. o.;Vyskocilova 1442/1b;Praha 4;140 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401788;MERAB spol. s r. o.;Dobrovodska 129;Ceske Budejovice;370 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401789;Hamberger J.-zamecnictvi;Vitezslava Nezvala 31;Ceske Budejovice;370 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401790;KVALITA - druzstvo sluzeb;Dvorakova 383/17;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401791;Aspera s. r. o.;Dubicne 104;Rudolfov;373 71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401792;Vavra J. - autodoprava;Vl. Rady 1703/38;Ceske Budejovice;370 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401793;PORSCHE Inter Auto CZ spol. s.r.o.;Okruzni 2557;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401794;MANI spol. s r. o.;Jirovcova 18;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401795;Agrozet a. s.;U sirkarny 30;Ceske Budejovice;371 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401796;MAFRA a. s.;Senovazna 4;Praha 1;111 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401797;Dolomit s. r. o.;U sirkarny 252;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401798;SOPHIA, jazykove sluzby;Hroznova 28;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401799;ZARON - Holecek M.Ing.;Mlynska 2;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401800;Mojha Petr;Libusina 1;Ceske Budejovice;370 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401801;Zelenkova Zuzana Ing.;Dr. Benese 11;Ceske Budejovice;370 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401802;APP Projekt s. r. o.;Jirovcova 24a;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401803;GESPERRT - Novotny Petr;Hosin 167;Hluboka nad Vltavou;373 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401804;PPL Jizni Cechy s. r. o.;Hlinska 2;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401805;Jemil SC s.r.o.;Okruzni 626;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401806;Hutnik - Cettl Martin;Rudolfovska U viaduktu;Ceske Budejovice;370 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401807;Skolici stredisko eM, s. r. o.;Senovazne namesti 2;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402196;Madle Jiri MUDr.;Okruzni 593;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402203;Cesky metrologicky institut;Okruzni 31;Brno;638 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402204;VOS, SPS automobilni;Skuherskeho 3/1274;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402205;Stredni odborna skola technicka;Lidicka 31;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402206;SaNo CB s.r.o.;Branka 417;Trhove Sviny;374 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402209;Homolka Miroslav;Jeronymova 7;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402210;Blaha Technologie Transfer GmbH;Reuendorfer Weg 19A;Heroldsbach;91336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402211;Fotografia Druzstvo;Lidicka 41;Ceske Budejovice;370 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401808;OSP Ceske Budìjovice a.s.;Novohradska 21;Ceske Budejovice;371 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401809;Lasek spol. s r. o.;U sirkarny;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401810;KSQ spol. s r.o.;Kubatova 6;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401811;TSE spol. s r.o.;Manesova 390/74;Ceske Budejovice;371 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401812;Sodexho Pass Ceska Republika a. s.;Na Kralovce 31/4;Praha 10;101 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401813;Suptrans - Pavel Fiser;Dolni 185;Hrdejovice;373 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401814;ENVISAN-GEM a. s.;Dolni 2;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401815;KLEENTEK, spol. s r. o.;Pavovske namesti 216/5;Praha 9;198 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401816;Holub Emil;M. Vydrove 23;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401817;KOOPERATIVA pojistovna a. s.;Zatkovo nabrezi 441/3;Ceske Budejovice;370 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401818;Ferona a. s.;Knezskodvorska 27;Ceske Budejovice;370 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401819;Cutka Pavel;Chlumcanskeho 339/6;Praha 8;180 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401820;ZAOS Praha v. o. s.;Kolovratska 1476;Ricany;251 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401821;PAPEL Holubova Jaroslava;Jirovcova 73;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401822;GRADA Publishing, spol. s r.o.;U Pruhonu 22;Praha 7;170 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401823;IMEGO s.r.o.;Husova 4;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401824;AER Servis s. r. o.;U vystaviste 15;Ceske Budejovice;370 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401825;Kohout Antonin;Stare Hodejovice 201;Ceske Budejovice;370 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401826;Biller&Burda s. r. o.;Litvinovicka 1469;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401827;Gerlach s. r. o.;K Vypichu 979;Rudna u Prahy;252 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401828;Jihostav s. r. o.;Cechova 59;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401829;Celni urad Ceske Budejovice;Karla Uhlire 42;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401830;Techmat a.s.;Vrbenska 2082;Ceske Budejovce;371 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401831;Cerpadla Neptun spol. s. r. o.;Rudolfovska 113;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401832;PORADCE s. r. o.;Stefanikova 2;Cesky Tesin;737 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401833;KOVO Frantisek Sysel;Poresin 59;Kaplice;382 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401834;INKOMO spol. s r. o.;Husova 61;Ceske Budejovice;370 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401835;AWEXIM s. r. o.;Nad Vrsovskou horou 4/88;Praha 10;101 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401836;D.I.M. spol. s r. o.;A. Tragera 91;Ceske Budejovice;370 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401837;A.S.E.I., spol. s r. o.;U Rajske zahrady 3;Praha 3;130 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402222;JIHOCOLOR s.r.o.;Rudolfovska 111;Ceske Budejovice;370 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402223;RETRY profi machinery s.r.o.;Prokofjevova 15;Brno;623 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402224;APOTHEKA s.r.o.;Senovazne nam. 1616;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402225;Fisher Scientific, spol. s.r.o.;Kosmonautu 324;Pardubice;530 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402228;RIHA, a.s.;Cernokostelecka 128;Praha 10;102 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402229;Chuchel Karel;Borsov nad Vltavou 303;Borsov nad Vltavou;373 82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402233;Certifikacni sdruzeni pro personal;P.O. Box 51;Praha 9  -  Bechovice;190 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402235;Direct Parcel Distribution CZ, s.r.;Modletice 135;Øíèany u Prahy;251 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402236;GALIKA AG;Zeleny pruh 1560/99;Praha 4;140 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402237;TRCZ s.r.o.;Prumyslova 1165;Lovosice;410 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402238;HHW-Hommel Hercules Werkzeughandel;Novodvorská 803/82;Praha 4;142 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402239;Masek Stanislav;Na Nivach 673;Trhove Sviny;374 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402242;CNC-Technik Weiß GmbH;Neckarstraße 10;Neckartailfingen;72666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401420;WSRV  Werkzeugmaschinen GmbH;Bollenwaldstraße 106;Aschaffenburg;63743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401838;Flaga Plyn, spol. s r. o.;Nadrazní 47;Hustopece u Brna;693 82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401839;AUDECON s. r. o.;28.rijna 19;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401840;Rimal Jiri;J.Bendy 22;Ceske Budejovice;370 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401841;EXCOLO s. r. o.;Strma 317;Cheb;350 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401842;GESPERRT - Palicka Jiri;Hosin 151;Hluboka nad Vltavou;373 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401844;BUROPROFI spol. s r. o.;Zerotinova 1;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401845;Ceskobudejovicke pozemni stavby;Zizkova 12;Ceske Budejovice;371 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401847;GESPERRT - Travnicek M. Ing. T a T;Vetrna 1467;Ceske Budejovice;370 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401848;Barta Z. - autodoprava;Pekarenska 2;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401849;SICK spol. s r. o.;Ukrajinska 2a;Praha 10 - Vrsovice;101 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401850;Blaser Swisslube CZ, s. r. o.;Jihlavska 2;Troubsko;664 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401851;Sigmund Milan;Zizkova 400;Lisov;373 72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401852;PM - CB s. r. o.;Polni 361;Borek;373 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401853;Autoskola ADAM - P.Majer;Pod Lesem 19;Dobra Voda u Ceskych Budejovic;373 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401854;A.T.A. technik spol. s r. o.;Mechovka 245;Praha 9 - Klanovice;190 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401855;Sabris s. r. o.;K Hajum 1233/2;Praha 5;155 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401856;GESPERRT - Drevospol, spol. s r. o.;Obrancu miru 143;Breznice;262 72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401857;IFM Electronic s.r.o.;U Krizku 571;Pruhonice;252 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401858;PROMAN s. r. o.;Novomestska 626;Chrudim;537 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401860;Toptrans s. r. o.;Litvinovice 32;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401861;PROLEP v. o. s.;Roudne 151;Ceske Budejovce;370 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401862;FRANS MAAS CZECH s. r. o.;Jeremiasova 870;Praha 5;155 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401863;CEVAK a. s.;Severni 8/2264;Ceske Budejovice;370 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401864;Cesky normalizacni institut;Biskupsky dvur 5;Praha 1;110 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401865;INTERCOM Bohemia s. r. o.;Rudolfovska 64;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401866;JANOVIAK s. r. o.;Cechova 806/1c;Lisov;373 72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401867;KAMA, s. r. o.;Plzenska 139;Praha 5;150 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402248;Dum techniky Ceske Budejovice, spo.;Plzenska 2/1;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402249;MOTIP DUPLI s.r.o.;Popuvky;Troubsko;664 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402258;DIABRUS  s.r.o.;Ke sv. Jiri 1184/21;Plzen;312 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402261;STRO.M Propagace, s.r.o.;Mladoboleslavska 661;Praha 9 - Vinor;190 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402262;MF PARTNER a.s.;Pocernicka 96/272;Praha 10;108 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402263;VEIDEC s.r.o.;Hradecka 537;Pardubice;530 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401868;MERCK spol.s.r.o.;Zdebradska 72;Ricany-Jazlovice;251 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401883;Verlag Dashöfer;Na Prikope 18;Praha 1;111 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401888;ZDECO spol. s.r.o.;Na Sadech 24;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401889;Broz Karel Ing.;Lipenska 26;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401898;Merkuria Forte, s.r.o.;Vrbenska 25/1;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401899;DEL a.s.;Strojirenska 38;Zdar nad Sazavou;591 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401900;QL - Ing. Ladislav Lhotka;Branisovska 56;Ceske Budejovice;370 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401901;Watek s.r.o.;J. Wolkera 852;Ledec nad Sazavou;584 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402270;Gebr. Moenkemoeller GmbH Co. KG;Teltower Str. 20;Bielefeld;33719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402271;Richard Losek;Neklanova 715/2;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402272;EM Grafika s.r.o.;Jeremiasova 4;Ceske Budejovice;370 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402273;MEVA-CB s.r.o.;Hurska 2635;Ceske Budejovice;370 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402274;ADK spol. s.r.o.;U Pruhonu 22;Praha 7;170 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402277;Milan LIGOCKI - UNIPACK;Sadova 256;Trinec;739 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
